# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = cryo_er_model
# start_datetime = 2023-11-21 10:45:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = ././output//Dmat.json
# init = 2 (Default)
# random
#   seed = 46051
# output
#   file = /var/folders/_8/h5rr6k3s2995tzxt8b9sqfgh0000gq/T/tmplgwt001z/cryo-erk_atmu8o/cryo-er-20231121114549.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 32 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = --filename-in-msg=cryo-er.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,weights.6,weights.7,weights.8,weights.9,weights.10,log_weights.1,log_weights.2,log_weights.3,log_weights.4,log_weights.5,log_weights.6,log_weights.7,log_weights.8,log_weights.9,log_weights.10
# Adaptation terminated
# Step size = 0.0353577
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1
-4.5031e+07,0.800782,0.0353577,6,127,0,4.5031e+07,0.000122114,0.350891,0.000208945,0.000245704,0.276011,0.000906116,0.000107537,0.370208,0.000501495,0.000798248,-9.01056,-1.04728,-8.47344,-8.31138,-1.28732,-7.00634,-9.13767,-0.993691,-7.59792,-7.13309
-4.5031e+07,0.997558,0.0353577,7,127,0,4.5031e+07,0.0014056,0.364316,2.27967e-05,0.00195297,0.265599,9.41861e-06,0.00206161,0.36136,0.00164343,0.00162877,-6.56729,-1.00973,-10.6889,-6.2384,-1.32577,-11.5728,-6.18427,-1.01788,-6.41097,-6.41993
-4.5031e+07,0.997541,0.0353577,6,63,0,4.5031e+07,0.00146408,0.354996,2.36878e-05,0.00119303,0.278418,1.08086e-05,0.000603528,0.360791,0.000743588,0.00175631,-6.52653,-1.03565,-10.6506,-6.73126,-1.27863,-11.4352,-7.41272,-1.01946,-7.20402,-6.34454
-4.5031e+07,0.961604,0.0353577,7,127,0,4.5031e+07,0.00154156,0.356318,2.92338e-05,0.00100969,0.276598,1.59673e-05,0.000699345,0.360485,0.000548449,0.00275471,-6.47496,-1.03193,-10.4402,-6.89812,-1.28519,-11.045,-7.26537,-1.0203,-7.50842,-5.89444
-4.5031e+07,0.584973,0.0353577,7,127,0,4.5031e+07,0.000646433,0.353352,8.23465e-05,0.000485116,0.281575,0.000212103,0.000546194,0.362345,0.000549857,0.000205228,-7.34404,-1.04029,-9.40457,-7.63112,-1.26736,-8.45844,-7.51254,-1.01516,-7.50585,-8.49139
-4.5031e+07,0.516355,0.0353577,6,95,0,4.5031e+07,0.00144973,0.351488,0.000233823,3.83871e-05,0.280752,0.000208439,0.000300772,0.364983,0.000414397,0.000131872,-6.53638,-1.04558,-8.36095,-10.1678,-1.27028,-8.47587,-8.10916,-1.00791,-7.78869,-8.93368
-4.5031e+07,0.906268,0.0353577,6,127,0,4.5031e+07,0.000477313,0.371623,0.000591149,5.40868e-05,0.271447,0.000253858,0.00012318,0.353985,0.00118573,0.000259728,-7.64734,-0.989876,-7.43344,-9.82492,-1.30399,-8.27874,-9.00187,-1.0385,-6.73739,-8.25587
-4.5031e+07,0.991434,0.0353577,6,63,0,4.5031e+07,0.00072278,0.347962,0.000898462,0.000103574,0.277153,0.00037023,0.00073292,0.370608,0.00119061,0.000257855,-7.23241,-1.05566,-7.01483,-9.17523,-1.28319,-7.90139,-7.21847,-0.99261,-6.73329,-8.26311
-4.50309e+07,0.999218,0.0353577,6,127,0,4.5031e+07,0.00129906,0.364661,0.00113834,0.000708074,0.268423,0.000150083,0.00120742,0.359863,0.00142191,0.00112839,-6.64611,-1.00879,-6.77818,-7.25296,-1.31519,-8.80432,-6.71927,-1.02203,-6.55576,-6.78696
-4.5031e+07,0.976952,0.0353577,6,63,0,4.5031e+07,0.000536381,0.354508,0.000519392,0.000781825,0.272598,0.000454909,0.000343738,0.368895,0.0011242,0.000238297,-7.53067,-1.03702,-7.56285,-7.15388,-1.29976,-7.69541,-7.97563,-0.997244,-6.79068,-8.34199
-4.5031e+07,0.964692,0.0353577,7,127,0,4.5031e+07,0.000596163,0.367398,0.000502752,0.000785118,0.272865,0.000463241,0.000336543,0.355744,0.00108658,0.000222035,-7.425,-1.00131,-7.59541,-7.14968,-1.29878,-7.67726,-7.99678,-1.03354,-6.82472,-8.41267
-4.5031e+07,0.795552,0.0353577,7,127,0,4.5031e+07,0.00043121,0.363722,0.000384385,0.00173639,0.26101,6.48992e-05,0.00207167,0.368823,0.000773217,0.000982248,-7.74891,-1.01136,-7.86387,-6.35595,-1.3432,-9.64268,-6.1794,-0.997438,-7.16495,-6.92567
-4.5031e+07,0.990408,0.0353577,6,127,0,4.5031e+07,0.000985734,0.362239,0.000196342,0.000604625,0.282172,0.000155668,0.000308989,0.3526,0.000201565,0.000534925,-6.92212,-1.01545,-8.53565,-7.4109,-1.26524,-8.76779,-8.0822,-1.04242,-8.5094,-7.53338
-4.5031e+07,0.997646,0.0353577,7,127,0,4.5031e+07,0.000975569,0.36125,0.000272413,0.00121393,0.279096,0.000197204,0.00149314,0.35126,0.00255402,0.00168768,-6.93249,-1.01819,-8.20819,-6.71389,-1.2762,-8.53127,-6.50688,-1.04623,-5.97009,-6.3844
-4.5031e+07,0.991868,0.0353577,6,127,0,4.5031e+07,0.000829251,0.3576,0.000759035,0.00233106,0.269763,0.00014824,0.0012435,0.3627,0.00351096,0.00111464,-7.09499,-1.02834,-7.18346,-6.06143,-1.31021,-8.81668,-6.68982,-1.01418,-5.65187,-6.79923
-4.5031e+07,0.968047,0.0353577,7,127,0,4.5031e+07,0.000875941,0.364099,0.00148156,0.000293712,0.27084,0.000313649,0.000716079,0.360825,7.14574e-05,0.000483359,-7.04021,-1.01033,-6.51466,-8.13291,-1.30623,-8.06724,-7.24172,-1.01936,-9.54641,-7.63475
-4.5031e+07,0.946527,0.0353577,6,127,0,4.5031e+07,0.00114093,0.351742,0.000238128,0.00234446,0.278034,9.99468e-05,0.00163728,0.363543,0.000135828,0.00108518,-6.77591,-1.04486,-8.3427,-6.0557,-1.28001,-9.21087,-6.41472,-1.01186,-8.90412,-6.82601
-4.5031e+07,0.892028,0.0353577,6,63,0,4.5031e+07,0.000589336,0.354886,0.000928882,0.00114239,0.272329,0.00035346,0.000679428,0.366265,0.00035509,0.0024708,-7.43651,-1.03596,-6.98153,-6.77463,-1.30074,-7.94774,-7.29426,-1.0044,-7.94314,-6.00321
-4.5031e+07,0.802155,0.0353577,6,127,0,4.5031e+07,0.000341265,0.346785,0.000732809,0.0011494,0.279628,0.000377314,0.000683636,0.367006,0.000640306,0.00265587,-7.98285,-1.05905,-7.21863,-6.76852,-1.27429,-7.88243,-7.28809,-1.00238,-7.35356,-5.93098
-4.5031e+07,0.935006,0.0353577,7,127,0,4.5031e+07,0.00147979,0.349387,0.000594134,0.00102473,0.283638,0.000490924,0.00124744,0.359847,0.000375505,0.0019153,-6.51585,-1.05158,-7.42841,-6.88332,-1.26006,-7.61922,-6.68666,-1.02208,-7.88724,-6.25788
-4.5031e+07,0.885497,0.0353577,7,127,0,4.5031e+07,0.000256987,0.374474,0.00121884,0.000627875,0.261696,2.31397e-05,0.000832783,0.360697,8.48835e-05,8.83578e-05,-8.26648,-0.982233,-6.70986,-7.37317,-1.34057,-10.674,-7.09074,-1.01972,-9.37423,-9.33412
-4.5031e+07,0.859176,0.0353577,6,127,0,4.5031e+07,0.000553457,0.371946,0.00152043,0.00260171,0.269716,1.51421e-05,0.00119122,0.351034,0.000935165,0.000486025,-7.49933,-0.989005,-6.48876,-5.95158,-1.31038,-11.098,-6.73278,-1.04687,-6.97479,-7.62925
-4.5031e+07,0.812085,0.0353577,7,127,0,4.5031e+07,7.59026e-06,0.373992,0.000145679,0.000244505,0.266245,0.000688981,0.00048399,0.355712,0.00223043,0.000250411,-11.7886,-0.983521,-8.8341,-8.31628,-1.32334,-7.2803,-7.63345,-1.03363,-6.10556,-8.29241
-4.5031e+07,0.824978,0.0353577,6,63,0,4.5031e+07,9.15975e-06,0.367933,0.000308685,0.000201904,0.257905,0.000136697,0.000735414,0.368807,0.00332435,0.000639179,-11.6007,-0.999856,-8.08319,-8.50772,-1.35516,-8.89774,-7.21508,-0.997481,-5.70648,-7.35533
-4.5031e+07,0.963101,0.0353577,7,127,0,4.5031e+07,2.03001e-05,0.367372,0.000240233,0.000275011,0.279902,0.000113826,0.000377555,0.347421,0.0029574,0.00131983,-10.8049,-1.00138,-8.3339,-8.1987,-1.27331,-9.08084,-7.88179,-1.05722,-5.82345,-6.63025
-4.5031e+07,0.815341,0.0353577,7,127,0,4.5031e+07,0.000186893,0.367108,0.000748802,0.00285907,0.267991,0.00010225,0.000713671,0.359899,0.000349885,4.14525e-05,-8.58497,-1.0021,-7.19704,-5.85726,-1.3168,-9.18809,-7.24509,-1.02193,-7.95791,-10.091
-4.5031e+07,0.882275,0.0353577,7,127,0,4.5031e+07,0.00109519,0.364276,0.00042191,0.000236493,0.265876,0.000279375,0.0017153,0.362372,0.000276739,0.00345042,-6.81683,-1.00984,-7.77072,-8.34959,-1.32472,-8.18296,-6.36817,-1.01508,-8.19244,-5.66926
-4.5031e+07,0.97514,0.0353577,7,127,0,4.5031e+07,0.000325079,0.351097,0.000438479,0.00178434,0.27706,7.75059e-05,0.00120431,0.36593,0.00168735,0.00039691,-8.03144,-1.04669,-7.7322,-6.32871,-1.28352,-9.46516,-6.72185,-1.00531,-6.3846,-7.8318
-4.5031e+07,0.98453,0.0353577,6,127,0,4.5031e+07,0.00253355,0.365095,0.000351747,0.000815886,0.265458,0.000274929,0.000254358,0.36087,0.00394928,0.000397426,-5.97813,-1.0076,-7.9526,-7.11124,-1.3263,-8.199,-8.27677,-1.01924,-5.53422,-7.8305
-4.5031e+07,0.949135,0.0353577,7,127,0,4.5031e+07,0.000455841,0.348086,0.00226502,0.00178864,0.279697,0.000131686,0.00239682,0.364501,0.000423958,0.000252815,-7.69337,-1.0553,-6.09017,-6.3263,-1.27405,-8.93509,-6.03361,-1.00922,-7.76588,-8.28285
-4.5031e+07,0.983799,0.0353577,7,127,0,4.5031e+07,0.00180779,0.367555,0.000319681,9.9265e-05,0.269043,0.000394724,0.000206285,0.36018,0.000224525,0.000170341,-6.31565,-1.00088,-8.04819,-9.21772,-1.31289,-7.83732,-8.48625,-1.02115,-8.40152,-8.67771
-4.5031e+07,0.776068,0.0353577,7,255,0,4.5031e+07,0.000420573,0.362361,0.000600095,0.000383379,0.263431,0.000163626,0.0031047,0.36137,0.00795523,0.000210283,-7.77389,-1.01511,-7.41842,-7.86649,-1.33396,-8.71793,-5.77484,-1.01785,-4.83393,-8.46706
-4.5031e+07,0.979775,0.0353577,6,127,0,4.5031e+07,0.000161747,0.363591,0.000501157,0.00035748,0.27004,0.000432256,0.00149672,0.360211,0.00292431,0.000283508,-8.72948,-1.01172,-7.59859,-7.93643,-1.30918,-7.74649,-6.50448,-1.02106,-5.8347,-8.16827
-4.5031e+07,0.933093,0.0353577,6,127,0,4.5031e+07,8.83491e-05,0.36267,0.00173146,0.000242764,0.272417,0.000597269,0.00142177,0.359577,0.000989561,0.000264913,-9.33421,-1.01426,-6.35879,-8.32342,-1.30042,-7.42314,-6.55585,-1.02283,-6.91825,-8.23611
-4.5031e+07,0.992473,0.0353577,7,127,0,4.5031e+07,0.00350066,0.357183,0.000339524,0.00172968,0.27399,1.13521e-05,0.000803445,0.361646,0.000462218,0.000333808,-5.6548,-1.02951,-7.98796,-6.35982,-1.29466,-11.3861,-7.1266,-1.01709,-7.67947,-8.00494
